gene,gene_url,gene_url_lynx,gene_url_ucsc
WDR4,https://www.dbdb.urmc.rochester.edu/genes/WDR4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR4
WDR62,https://www.dbdb.urmc.rochester.edu/genes/WDR62?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR62,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR62
WDR73,https://www.dbdb.urmc.rochester.edu/genes/WDR73?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR73,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR73
WDR81,https://www.dbdb.urmc.rochester.edu/genes/WDR81?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR81,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR81
WWOX,https://www.dbdb.urmc.rochester.edu/genes/WWOX?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WWOX,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WWOX
XPA,https://www.dbdb.urmc.rochester.edu/genes/XPA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=XPA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=XPA
XPC,https://www.dbdb.urmc.rochester.edu/genes/XPC?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=XPC,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=XPC
ZBTB18,https://www.dbdb.urmc.rochester.edu/genes/ZBTB18?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZBTB18,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZBTB18
ZC4H2,https://www.dbdb.urmc.rochester.edu/genes/ZC4H2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZC4H2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZC4H2
ZDHHC9,https://www.dbdb.urmc.rochester.edu/genes/ZDHHC9?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZDHHC9,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZDHHC9
ZEB2,https://www.dbdb.urmc.rochester.edu/genes/ZEB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZEB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZEB2
ZIC1,https://www.dbdb.urmc.rochester.edu/genes/ZIC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZIC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZIC1
ZIC2,https://www.dbdb.urmc.rochester.edu/genes/ZIC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZIC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZIC2
ZIC4,https://www.dbdb.urmc.rochester.edu/genes/ZIC4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZIC4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZIC4
ZNF238,https://www.dbdb.urmc.rochester.edu/genes/ZNF238?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZNF238,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZNF238
ZNF41,https://www.dbdb.urmc.rochester.edu/genes/ZNF41?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZNF41,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZNF41
ZNF674,https://www.dbdb.urmc.rochester.edu/genes/ZNF674?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZNF674,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZNF674
ZNF711,https://www.dbdb.urmc.rochester.edu/genes/ZNF711?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZNF711,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZNF711
ZNF81,https://www.dbdb.urmc.rochester.edu/genes/ZNF81?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ZNF81,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ZNF81
